,Word,Valence,Arousal,Dominance
6396,injure,3.74,5.9,4.22
6397,injury,2.32,5.56,3.6
6398,injustice,2.45,6.45,3.27
6399,ink,5.65,3.73,6.32
6400,inkling,5.63,3.9,4.71
6401,inlet,5.57,2.75,4.75
6402,inmate,2.67,4.73,3
6403,inn,5.71,3.26,5.52
6404,innards,3.11,3.29,4.17
6405,innate,5.14,2.95,5.07
6406,inner,5.11,3.5,5.71
6407,innermost,5.25,3.57,6.24
6408,inning,5.14,3.4,5.79
6409,innkeeper,5.06,3.05,5.5
6410,innocence,6.73,3.65,6.38
6411,innocent,6.55,4.4,5.92
6412,innocuous,5.28,3.7,4.78
6413,innovation,6.95,6.42,6.38
6414,innovative,6.38,4.17,6.55
6415,innuendo,4.65,4.68,5.63
6416,inoperable,2.5,5.05,3.23
6417,input,5.05,3,6.17
6418,inquest,3.77,3.71,5.81
6419,inquire,5.32,3.73,6.25
6420,inquiry,5.09,3.67,5.76
6421,inquisitive,6,5.33,5.85
6422,inquisitor,4,5.14,4.04
6423,insane,2.55,5.14,3.74
6424,insanity,2.7,7.79,4.12
6425,insatiable,4.26,5.48,2.95
6426,inscription,6.14,4.85,5.06
6427,inscrutable,4.1,4.33,4.96
6428,insect,4.43,4.67,4.79
6429,insecticide,3.86,5.09,4.47
6430,insecure,2.3,4.57,3.62
6431,insecurity,2.24,4.81,3.56
6432,insemination,3.65,4.68,5.07
6433,insensitive,3.55,4.32,4.48
6434,inseparable,5.67,4.32,4.9
6435,insert,5.1,3.68,5.85
6436,insertion,4.47,5.05,5.18
6437,insider,4.5,4.39,5.63
6438,insidious,3.55,4.68,3.58
6439,insight,6.76,3.96,6.3
6440,insightful,5.43,4.27,6.85
6441,insignia,5.57,2.83,5.44
6442,insignificant,3.64,3.7,4.64
6443,insinuate,4.09,5.22,5.84
6444,insipid,4.16,2.9,4.29
6445,insist,4.42,4.55,6.35
6446,insistence,5,5.63,5.33
6447,insistent,4.75,3.91,5.54
6448,insolence,3.5,3.83,5.22
6449,insolent,2.74,5.43,4.12
6450,insomnia,2.67,4.91,2.92
6451,inspect,5.26,4.05,4.78
6452,inspection,4.32,4.05,4.48
6453,inspector,4.33,3.61,5.89
6454,inspiration,6.53,4.77,6
6455,inspirational,6.95,4,6.08
6456,inspire,7.42,5.9,7.11
6457,inspired,6.89,5.56,7.3
6458,instability,2.75,4.89,3.27
6459,install,5.95,3.72,6.68
6460,installation,5.06,3.42,5.75
6461,installment,4.42,4.43,5.54
6462,instant,5.84,4.33,6.22
6463,instantaneous,5.16,4.72,5.96
6464,instinct,5.67,4.44,6.26
6465,instinctive,5.81,4.04,5.88
6466,institute,4.95,3.5,5.11
6467,institution,4,4.09,4.74
6468,instruct,5.81,4.25,6.23
6469,instruction,5.22,2.62,5.65
6470,instructive,6.26,4.05,5.96
6471,instructor,6.15,5.05,5.81
6472,instrument,6.68,3.88,6.35
6473,instrumental,6.76,3.92,6.68
6474,insubordination,3.47,6.29,4.04
6475,insufferable,3.85,3.65,3.38
6476,insufficient,3.24,3.57,3.38
6477,insulation,5.37,3.71,5.56
6478,insulin,4.52,4.92,3.81
6479,insult,2.62,5.3,3.96
6480,insulting,1.89,4.7,4.48
6481,insurance,3.76,3.8,5.84
6482,insure,5.67,3.76,5.72
6483,intact,6,3.18,7.3
6484,intake,5.53,4,6.35
6485,intangible,5.7,3.19,4.28
6486,integral,5.19,3.65,6.11
6487,integrate,5.78,3.37,5.08
6488,integration,5.29,4.38,5.88
6489,integrity,6.11,3.36,6.96
6490,intellect,6.62,4.41,6.69
6491,intellectual,7.65,4.53,6.56
6492,intelligence,7.65,6.32,6.72
6493,intelligent,7.6,5.67,6.77
6494,intend,5.75,3.39,6.18
6495,intense,5.65,6.6,5.57
6496,intensity,5.19,7.05,5.34
6497,intensive,4.25,4.38,5.9
6498,intent,5.86,4.32,6.25
6499,intention,5.58,3.91,6.81
6500,intentional,5.37,3.89,6
6501,interact,6,3.78,5.46
6502,interaction,5.62,4.35,5.06
6503,interactive,5.89,4.28,5.29
6504,intercede,5.24,4.04,5.38
6505,intercept,4.64,4.59,5.1
6506,interception,5.41,4.23,4.5
6507,interchangeable,5.37,3.77,5.75
6508,intercom,5.26,2.86,5.52
6509,intercourse,7.22,6.5,6
6510,interest,6.66,4.36,6.31
6511,interested,6.83,4.45,6.83
6512,interesting,6.78,5.1,6.83
6513,interface,5.32,3.35,6.15
6514,interfere,3.94,4.33,4.71
6515,interference,4.71,3.84,4.11
6516,intergalactic,6.32,5.91,4.37
6517,interim,4.68,3.68,5.4
6518,interior,5.79,3.86,5.54
6519,interject,4.29,3.52,5.18
6520,interlude,5.47,3.96,4.79
6521,intermediate,5.05,3.28,4.94
6522,intermission,5.2,5,5.38
6523,intermittent,4.65,3.6,4.77
6524,intern,5.14,3.62,5.55
6525,internal,5.18,3.67,6.25
6526,international,5.65,3.95,5.33
6527,internet,6.68,5.44,6.24
6528,internship,5.9,6.25,5.11
6529,interoffice,4.32,3.67,4.59
6530,interpret,5.2,4.43,5.24
6531,interpretation,5.6,4.21,5.43
6532,interpreter,5.8,3.14,5.74
6533,interpretive,5.16,2.9,6.3
6534,interrogate,2.76,4.8,4.64
6535,interrogation,2.21,5.41,2.92
6536,interrupt,3.26,4.36,3.93
6537,interruption,3.81,3.88,4.25
6538,intersection,4.58,4.45,4.42
6539,interstate,5,4.38,4.91
6540,interstellar,5.95,4.95,5.33
6541,interval,5.05,3.43,5.7
6542,intervene,5.21,4.48,5.82
6543,intervention,4.14,4.74,4.57
6544,interview,4.68,6.35,6.84
6545,interviewer,5,4.52,4.75
6546,intestinal,3.3,3.82,4.47
6547,intestine,3.37,4.5,4.21
6548,intimacy,7,6,6.59
6549,intimate,7.22,6.02,6.29
6550,intimidate,2.84,5.27,5.75
6551,intimidating,3,4.33,4
6552,intimidation,3.79,4.67,3.25
6553,intolerable,3.14,5.41,4.15
6554,intolerance,2.95,5.35,3.87
6555,intolerant,3.43,4.05,4.74
6556,intoxicating,5.58,5.81,2.82
6557,intracranial,4.62,4.45,4.57
6558,intravenous,4.29,4.09,4.59
6559,intrepid,5.37,3.95,5.5
6560,intricate,5.11,4.48,5.13
6561,intrigue,6.05,5.18,6.21
6562,intriguing,6.53,5.44,5.53
6563,intro,5.15,4.48,5.84
6564,introduce,5.91,4.55,6.84
6565,introduction,5.81,3.9,5.36
6566,intrude,3.1,5.2,3.92
6567,intruder,2.46,5.66,3.18
6568,intrusion,3.37,4.9,2.75
6569,intrusive,3.05,5.77,4.47
6570,intubation,4.1,4.04,4.32
6571,intuition,6.42,4.81,5.84
6572,intuitive,6,4.28,6.29
6573,invade,3.32,6,4.31
6574,invader,2.23,5.67,3.5
6575,invalid,3.52,3.7,5.1
6576,invaluable,5.6,5.21,5.14
6577,invasion,2.45,6.59,3
6578,invasive,3.1,6.28,3.23
6579,invent,6.64,6.16,6.9
6580,invention,6.4,4.24,6.67
6581,inventive,6.29,4.22,6.39
6582,inventor,6.21,4.62,5.15
6583,inventory,4.95,3.58,5.48
6584,inverted,4.91,3.85,5.58
6585,invest,6.16,3.95,5.94
6586,investigate,5.68,4.09,5.43
6587,investigation,4.36,5.7,6.11
6588,investigative,5.5,5.8,5.69
6589,investigator,4.95,4.35,4.79
6590,investment,5.14,4.73,5.19
6591,investor,5.42,3.39,5.76
6592,invincible,6.32,5.3,6.6
6593,invisibility,5.32,4.32,5.1
6594,invisible,5,3.95,4.27
6595,invitation,7.05,4.94,6.43
6596,invite,5.68,5.1,6.95
6597,invoice,4.6,3.68,5.7
6598,invoke,5.05,4.85,5.54
6599,involuntary,4.05,3.75,4.13
6600,involve,5.44,3.6,5.28
6601,involvement,5.81,2.95,6.41
6602,invulnerable,6.05,3.85,5.36
6603,iodine,4.9,4.21,4.86
6604,ion,5.1,4.19,5.16
6605,iota,5.16,2.76,4.55
6606,irate,2.9,4.71,3.6
6607,iris,6.85,4.2,6.24
6608,iron,5.03,3.24,5.51
6609,ironclad,5.14,3.77,6.09
6610,ironic,5.42,4.39,4.46
6611,irony,5.19,4.09,5.28
6612,irrational,3.5,5.12,3.46
6613,irregular,4.05,4.86,4.93
6614,irregularity,4.26,3.94,3.44
6615,irrelevant,3.35,3.71,4.68
6616,irreparable,4.05,5.05,3.5
6617,irreplaceable,5.59,4.62,3.95
6618,irresistible,6.58,5.71,4.68
6619,irresponsible,2.5,5,3.91
6620,irreversible,3.61,4.09,3.11
6621,irrigate,5.23,3.77,5.6
6622,irrigation,3.82,4.65,6.05
6623,irritable,2.85,6.37,4.23
6624,irritate,3.19,5.85,4.39
6625,irritating,2.63,4.91,3.77
6626,irritation,3.38,5.5,4.35
6627,island,7.18,4.25,5.58
6628,isle,6.05,3.24,4.7
6629,isolate,4.35,4.6,4.38
6630,isolation,3.77,3,4.52
6631,isotope,5.35,2.73,5.19
6632,issue,3.95,4.55,5.47
6633,itch,3.11,5,3.86
6634,itchy,2.53,4.9,3
6635,item,5.29,2.9,5.5
6636,itinerary,6.1,3.27,5.32
6637,ivory,5.2,2.33,5.17
6638,jab,3.81,4.85,5.42
6639,jabber,4.38,3.78,4.95
6640,Jack Daniels,5.38,4.78,5.59
6641,jackal,4.65,4.58,4.57
6642,jackass,4.05,6.57,4.59
6643,jacket,5.86,3.35,6.89
6644,jackhammer,3.9,4.7,4.76
6645,jackpot,7.1,5.62,4.35
6646,jackrabbit,5.95,3.61,4.36
6647,jade,6.25,3.43,5.37
6648,jaded,3.62,3.79,5.65
6649,jagged,3.95,6.05,4.48
6650,jaguar,5.63,5.55,5.1
6651,jail,1.91,4.47,3.91
6652,jailbird,2.38,4.48,3.18
6653,jailbreak,3.5,5.6,5.27
6654,jailer,2.61,4.95,3.79
6655,jailhouse,2.57,4.5,2.89
6656,jalopy,5.15,3.94,4.12
6657,jam,5.81,3.95,5.89
6658,jamboree,6.14,5.28,5.5
6659,jammer,5.19,4.22,5.1
6660,janitor,4.86,2.3,5.36
6661,janitorial,4.87,3.86,5.35
6662,jar,5.71,2.77,5.26
6663,jargon,4.85,3.95,5.25
6664,jarhead,4.16,4.41,4.14
6665,jasmine,6.74,3.7,5.75
6666,java,5.9,5.05,6.16
6667,javelin,5.24,3.89,5.71
6668,jaw,4.41,4.09,5.84
6669,jawbone,4.63,4.19,5.65
6670,jaws,4.42,5.91,4.68
6671,jazz,6.57,6.05,6.42
6672,jazzy,6.81,4.74,5.42
6673,jealous,2.38,5.9,4.68
6674,jealousy,2.58,5.45,3.89
6675,jean,6.05,2.41,5.19
6676,jeans,5.47,3.95,6.26
6677,jeep,5.53,4.05,5
6678,jeering,2.52,5.57,4.32
6679,jelly,5.9,3.63,5.68
6680,jellybean,6.4,4.77,6.14
6681,jellyfish,4.9,3.73,4
6682,jeopardize,3.1,6.15,3.65
6683,jeopardy,3.84,4.23,4.32
6684,jerk,2.43,6.45,4.84
6685,jerky,4.74,4,4.21
6686,jest,6.2,4.21,5.64
6687,jester,4.53,4.75,5.35
6688,jet,6.74,5.26,5.44
6689,jewel,6.68,3.83,5.1
6690,jeweler,5.95,3.73,5.73
6691,jewelry,7,3.38,6.19
6692,jib,5.53,4.57,4.83
6693,jiff,5.21,4.17,4.68
6694,jiffy,6.09,4.89,6.05
6695,jig,4.95,4.95,5.33
6696,jiggle,6.15,5.22,4.88
6697,jigsaw,5.05,4,6.57
6698,jihad,2.32,5.35,3.08
6699,jingle,5.16,4.33,5.81
6700,jinx,3.59,4.95,4.16
6701,jittery,3.35,4.89,3.5
6702,jive,6.32,5.68,5.29
6703,job,5.64,4,4.44
6704,jockey,4.95,4.84,5.62
6705,jockstrap,3.5,4.33,4.58
6706,jog,5.81,3.43,6.35
6707,jogger,5.11,3.5,5.94
6708,join,5.83,3.9,4.94
6709,joint,5.32,4.5,6.16
6710,joke,7.88,5.73,5.79
6711,joker,5.67,4.21,5.05
6712,jolly,7.47,5.95,7.4
6713,jolt,4.43,6.63,4.76
6714,jot,4.79,4,5.77
6715,jour,5.74,2.95,5.45
6716,journal,5.91,3.23,6.31
6717,journalism,4.95,4.22,5.67
6718,journalist,5.3,3.86,6.15
6719,journalistic,5.55,3.2,6.45
6720,journey,6.65,4.89,6.77
6721,joust,4.9,5.61,5.11
6722,joy,8.21,5.55,7
6723,joyful,8.21,5.53,7.05
6724,joyous,7.45,6.62,6.25
6725,joyride,6.1,3.71,5.93
6726,jubilee,7.05,5.2,6.35
6727,judge,3.89,4.5,3.78
6728,judgment,4.65,4.27,5.54
6729,judgmental,3,5.05,3.79
6730,judicial,4,4.59,4.9
6731,judo,5.79,4.5,6.17
6732,jug,5.45,3.73,5.45
6733,juggle,5.84,5.14,4.7
6734,juggler,6.3,4.05,5.23
6735,jugular,5.2,4.56,4.84
6736,juice,6.9,4.6,5.74
6737,juicer,5.84,4.44,5.35
6738,juicy,7.05,4.7,5.48
6739,juju,4.73,4.12,5.21
6740,juke,5,3.3,4.92
6741,jukebox,6.76,4.9,5.67
6742,jumbo,4.9,4.24,4.92
6743,jump,6.44,5.14,5.72
6744,jump rope,5.74,4.7,5.54
6745,jumper,4.55,3.76,5
6746,jumpsuit,5.1,3.62,5.7
6747,jumpy,4.8,5.45,4.47
6748,junction,5.21,3.86,6.36
6749,juncture,5.25,4.08,5.79
6750,jungle,5.7,4.06,4.5
6751,junior,5.36,4.15,6.26
6752,juniper,6.33,3.27,5.3
6753,junk,3.57,3.95,4.86
6754,junket,4.22,3.5,5.35
6755,junkie,2.5,4.62,3.82
6756,junky,3.05,4.3,4.86
6757,junkyard,4.05,3.95,4.82
6758,jurisdiction,4.68,3.95,4.33
6759,juror,4.65,4.5,5.08
6760,jury,4.23,5.2,5.21
6761,justice,6.8,5.4,6.31
6762,justifiable,6.1,3.58,5.84
6763,justification,5.68,4.09,6.48
6764,justify,6.17,3.2,6.04
6765,juvenile,3.74,3.85,4.12
6766,kale,5.79,3.29,5.5
6767,kamikaze,3.58,4.68,3.87
6768,kangaroo,6.45,4.27,5.37
6769,kappa,5.65,2.79,4.59
6770,kaput,3.95,4.45,4.52
6771,karaoke,6.29,5,6.17
6772,karate,6.26,4.6,6.74
6773,karma,6.28,4.18,3.29
6774,karmic,5.63,4.22,4.19
6775,kayak,5.68,3.77,5.43
6776,kazoo,5.76,5.05,5.1
6777,kebab,5.95,3.65,5.23
6778,keel,4.64,4.15,5.74
6779,keen,6.72,3.21,5.52
6780,keep,6.32,3.43,5.71
6781,keeper,5.89,3.81,4.83
6782,keepsake,6.73,4.43,5.95
6783,keg,5.65,4.52,6.33
6784,kelp,5,3.46,5.18
6785,kennel,4.64,3.67,5.73
6786,kerchief,5.31,2.95,5.1
6787,kernel,5.23,3.87,5.53
6788,kerosene,3.86,4,5.34
6789,ketchup,6.03,3.85,5.48
6790,kettle,5.67,3.1,5.68
6791,key,6.22,3.9,6.75
6792,keyboard,5.17,3.59,5.13
6793,keyhole,5.39,3.96,5.74
6794,keynote,5.67,3.1,5.84
6795,keypad,5.65,3,6
6796,keyword,5.6,3.67,5.73
6797,khaki,5.05,2.64,6.08
6798,kibble,5.5,3.7,5.46
6799,kick,4.55,5.1,5.1
6800,kickboxing,5.33,4.45,5.18
6801,kicker,5.11,4.85,5.53
6802,kickoff,4.95,5,6.11
6803,kid,7.23,4.71,4.83
6804,kidder,6.38,3.25,5.09
6805,kiddo,5.65,4.68,5.26
6806,kidnap,2.19,5.59,2.37
6807,kidnapper,1.77,6.52,3.33
6808,kidnapping,2.05,5.36,2.47
6809,kidney,4.9,3.95,5.44
6810,kids,6.48,5.69,5.13
6811,kill,1.81,6.81,3.61
6812,killer,1.74,7.05,4.43
6813,killing,1.95,5.52,4.47
6814,killjoy,3.84,4.14,4.05
6815,kilo,4.29,3.26,5.19
6816,kilometer,5.52,4.1,4.81
6817,kilt,5.12,4.74,4.81
6818,kimono,5.9,3.77,5.08
6819,kin,5.85,3,5.05
6820,kind,7.78,3.19,7.62
6821,kindergarten,6.62,3.09,6.17
6822,kindling,5.45,4.05,5.85
6823,kindness,7.65,3.96,6.95
6824,kindred,6.47,3.23,5.46
6825,kinesiology,4.9,3.89,5.14
6826,kinetic,5.11,4.95,5.29
6827,king,6,4.45,5.53
6828,king snake,3.26,6.64,3.8
6829,kingdom,6.74,4.2,6.75
6830,kingpin,4.37,5.14,5.17
6831,kink,5.29,4.8,4.82
6832,kinky,5.71,5.52,5.33
6833,kinship,7.53,4.65,6.26
6834,kiosk,5,3.35,5.1
6835,kiss,7.78,6.05,6.52
6836,kisser,7.33,5.85,5.38
6837,kissy,7.06,5.32,5.2
6838,kit,6.1,3.68,6.29
6839,kitchen,6.17,3.52,5.89
6840,kite,6.9,4.2,6.24
6841,kitten,7.58,3.19,6.67
6842,kiwi,6.11,3.65,5.5
6843,klutz,3.81,4.08,4.21
6844,knack,5.68,3.77,5.71
6845,knapsack,5.3,3.86,5.5
6846,knee,4.7,4.25,5.38
6847,kneecap,4.55,3.74,5.46
6848,kneel,4,3.18,4.88
6849,knick,5,3.45,4.84
6850,knickers,5.74,3.7,4.09
6851,knife,4.33,4.86,5.29
6852,knighthood,6.2,4.86,5.81
6853,knit,5.85,3.35,6.44
6854,knob,5.21,3.05,5.35
6855,knock,5.44,3.95,5.11
6856,knockoff,3.55,4.22,4.68
6857,knockout,4.95,5.91,4.11
6858,knoll,5.09,3.68,5.55
6859,knot,4.57,3.84,6.04
6860,know,6.82,3.24,5.78
6861,knowledge,7.28,4.86,7.2
6862,knowledgeable,7.95,4.65,7.19
6863,knuckle,4.68,4.32,4.95
6864,knucklehead,3.79,4.82,4.64
6865,koala,6.65,3.73,6.62
6866,kook,4.5,3.38,4.78
6867,kooky,6.42,5.67,5.3
6868,kool-aid,6.6,4.09,5.22
6869,kosher,4.68,3.06,6.12
6870,kraut,4.72,3.55,4.6
6871,kryptonite,5.21,5.86,4.96
6872,kudos,6.95,4.27,6.95
6873,kumquat,6.1,2.75,4.59
6874,lab,4.57,4.35,6.68
6875,label,4.79,3.38,5.48
6876,labor,4.74,5.23,5.41
6877,laboratory,5.14,4.38,4.77
6878,laborer,4.71,4.08,5.21
6879,labyrinth,4.84,4.24,3.8
6880,lace,6.58,3.75,6.7
6881,laceration,3.43,6.67,3.64
6882,lack,3.68,2.24,5.46
6883,lackey,4.32,4,4.13
6884,lacquer,4.95,3.3,5
6885,lacrosse,5.29,3.7,4.84
6886,lactose,4.44,3.44,4.26
6887,lad,6.19,3.6,5
6888,ladder,5.32,4.09,5.56
6889,laddie,5.5,4.32,5
6890,ladle,5.11,2.82,5.42
6891,lady,6.91,4.05,5.87
6892,lady bug,7,3.38,5.8
6893,ladybug,6.9,3.45,5.33
6894,ladylike,5.68,3.77,5.37
6895,ladyship,6.24,3.45,5.15
6896,lag,3.9,4,4.57
6897,lager,5.4,3.11,5.64
6898,lagoon,6.23,3.56,4.62
6899,lair,5,5.35,5.12
6900,lake,7.13,2.64,5.36
6901,lamb,6.3,3.32,5.72
6902,lame,3.2,2.74,3.45
6903,lament,4.16,3.33,3.47
6904,lamp,5.74,2.71,6.04
6905,lamppost,5.29,2.76,6.17
6906,lance,4.7,3.6,5.17
6907,lancer,4.58,3.25,4.61
6908,land,6.61,3.05,5.94
6909,landfall,4.95,3.45,5.04
6910,landfill,3.14,3.65,4.46
6911,landing,5.09,3.62,5.62
6912,landlady,4.1,4.9,4.52
6913,landlord,3.5,3.95,4.64
6914,landmark,6,4.15,5.5
6915,landscape,7,3.75,5
6916,landscaping,6.58,4,6.31
6917,landslide,4.76,5.89,3.81
6918,lane,5.29,3.95,6.95
6919,language,6.38,3.7,7.37
6920,lanky,5.71,4.32,5.11
6921,lantern,5.37,3.21,5.24
6922,lap,5.89,3.45,5.26
6923,lapdog,6.45,3.2,4.53
6924,lapel,5.74,3.17,5.21
6925,lapse,4.35,3.11,3.59
6926,laptop,6.95,4.62,6.5
6927,larceny,3.1,5.44,4.29
6928,lard,3.55,2.95,4.18
6929,large,5.77,5.35,5.05
6930,lark,5.19,3.52,4.96
6931,laryngitis,3.14,3.56,4.06
6932,larynx,4.45,4,5.84
6933,lasagna,7.1,5.04,5.89
6934,laser,5.64,5.09,5.52
6935,lash,4.63,4.65,5.2
6936,lass,5.42,4.24,5.75
6937,lasso,5.33,4.67,4.68
6938,lasting,6.67,3.33,6.33
6939,latch,5,3.09,4.78
6940,late,3.32,5.57,4.22
6941,latent,4.48,3.04,4.11
6942,lateral,5.43,4.11,4.68
6943,latex,3.95,3.72,5.54
6944,lather,5.57,4.39,6.16
6945,latitude,4.82,3.74,5.47
6946,latrine,4,3.82,5.56
6947,latte,6.45,4.79,6.4
6948,laugh,7.56,6.62,7.39
6949,laughable,6.21,5.6,5.46
6950,laughingstock,3.77,5.16,3.52
6951,laughter,8.05,5.39,7.02
6952,launch,6.4,5.26,6.75
6953,launcher,5.38,4.39,5.11
6954,launder,5.15,3.57,5.36
6955,laundering,5.3,3.71,3.84
6956,laundry,5.15,4.5,6.09
6957,lava,4.33,5.26,3.12
6958,lavatory,5.18,4.21,5.57
6959,lavender,6.9,3.81,6.03
6960,lavish,6.79,4.88,5.88
6961,law,4.55,3.55,4.83
6962,lawful,6.26,3.7,5.71
6963,lawless,3.1,4.17,3.94
6964,lawlessness,2.61,4.73,3.54
6965,lawman,4.79,4.14,4.38
6966,lawn,6.05,2.62,6.04
6967,lawnmower,5.48,2.92,5.74
6968,lawsuit,2.84,5.39,3.2
6969,lawyer,3.94,3.95,3.56
6970,lax,4.43,3.12,5.33
6971,laxative,3.1,4.14,3
6972,lay,6.18,3.7,6.32
6973,layaway,5.29,3.9,5.35
6974,layer,5.2,3.45,6.04
6975,layman,5.1,3.48,5.11
6976,layout,4.95,3.52,4.95
6977,layover,3.37,4.1,2.63
6978,laziness,3.9,2.76,4.95
6979,lazy,3.05,3.05,5.79
6980,lead,5.56,3.95,5.22
6981,leaded,4.52,3.52,4.23
6982,leader,6.24,4.96,6.3
6983,leadership,6,4.76,6.84
6984,leaf,6.16,3.05,5.54
6985,leafy,5.95,3.57,5.88
6986,league,5.35,4.25,6.28
6987,leak,4,5.43,4.57
6988,leakage,3.52,5.23,3.67
6989,leaky,3.95,4.33,4.59
6990,lean,6.35,3.32,5.84
6991,leap,4.8,4,5.33
6992,learn,6.85,4.8,7
6993,learner,6.4,4.23,7.14
6994,lease,4.75,3.23,4.63
6995,leash,5.25,3,4.32
6996,leather,5.84,3.57,5.32
6997,leave,4.68,4.48,5.47
6998,lecherous,3.33,3.79,3.65
6999,lecture,4,3.16,4.5
7000,lecturer,4.42,3.48,4.88
7001,ledge,5.24,4.95,4.36
7002,ledger,5.33,3.24,5.87
7003,leech,2.43,4.09,4.5
7004,leeway,5.26,3.88,6.11
7005,leftover,4.59,4.27,5.54
7006,leftovers,5.29,3.4,6.09
7007,lefty,5.7,3.33,4.92
7008,leg,6.22,2.75,5.5
7009,legacy,7.38,4.75,5.67
7010,legal,5.24,3.35,6.68
7011,legend,6.86,5.13,6.78
7012,legendary,6.86,6.61,6.95
7013,legion,5.32,4.18,4.87
7014,legislation,3.55,4.09,3.85
7015,legislature,3.55,3.22,4.48
7016,legit,6.85,4.8,5.77
7017,legitimacy,5.55,4.09,6.37
7018,legitimate,5.7,3.94,6.29
7019,lego,6.14,5.05,6.3
7020,legwork,4.86,3.5,6.36
7021,leisure,7.4,4.48,6.68
7022,leisurely,6.92,3.6,6.58
7023,lemon,6.37,4.52,5.43
7024,lemonade,7.05,4.63,6
7025,lend,4.95,3.22,5.5
7026,length,5.21,3.41,5.67
7027,lengthy,4.4,3.39,5.24
7028,leniency,5.8,3.78,5.71
7029,lenient,5.52,3.61,5.54
7030,lens,5.42,2.95,5.04
7031,leopard,6.43,6.26,4.29
7032,leotard,5.1,3.95,5
7033,leper,3.3,4.24,2.88
7034,leprechaun,6,5.11,4.43
7035,leprosy,2.25,4.38,3.35
7036,lesbian,5.76,6.04,5.34
7037,lesion,2.95,5.62,4.13
7038,lessen,4.5,4.08,4.73
7039,lesson,5.57,3.8,6.79
7040,let,5.95,2.71,6.06
7041,lethal,2.48,5.64,4.72
7042,letter,5.68,3.19,5.97
7043,letterhead,4.68,3.27,6.32
7044,lettering,5.14,3.12,5.42
7045,lettuce,5.84,3.64,5.44
7046,leukemia,1.47,5.75,2.83
7047,levee,5.09,4.26,5.14
7048,level,5.72,2.15,5.61
7049,lever,4.5,2.56,6.29
7050,leverage,4.9,4.08,5.25
7051,levitate,5.4,6.1,5.04
7052,lewd,3.58,4.41,4.53
7053,liability,3.45,4.58,4.24
7054,liable,4,4.32,5.19
7055,liaison,5.05,3.35,5.81
7056,liar,2.41,6.6,4.74
7057,libel,3.68,5,4.78
7058,liberate,5.79,5.32,6.96
7059,liberating,7.75,5.3,7.31
7060,liberation,6.74,5.29,5.59
7061,liberty,7.2,4.5,7.04
7062,libido,6.86,5.68,4.95
7063,librarian,6.38,1.75,5
7064,library,6.33,2.52,6.35
7065,lice,2.24,5.2,2.77
7066,license,5.91,4.7,6.79
7067,lick,6.38,6.2,5.97
7068,licorice,4.58,4.14,5.52
7069,lid,5.14,2.91,6.33
7070,lie,2.39,4.81,4.72
7071,liege,4.6,3.32,5.11
7072,lieutenant,4.91,4.1,5.28
7073,life,6.68,5.59,5.89
7074,lifeboat,5.84,3.96,5.7
7075,lifeguard,6.35,4.64,5.73
7076,lifeless,2.24,3.55,2.81
7077,lifelike,6.16,4.32,5.39
7078,lifeline,5.77,4.46,5.26
7079,lifelong,6.76,4.32,6.74
7080,lifer,3.74,4.55,4.32
7081,lifesaver,7.24,4.92,6.19
7082,lifestyle,5.95,5.52,6.4
7083,lifetime,7.3,4.52,5.09
7084,lift,5.32,4.9,6.84
7085,liftoff,4.7,6.17,5.62
7086,ligament,4.19,3.16,4.89
7087,ligature,4.05,4.12,4.42
7088,light,6.55,3.52,5.89
7089,light year,6.24,4.79,4.55
7090,lightbulb,5.55,3.07,6.67
7091,lighten,6.21,3.14,5.45
7092,lightheaded,4.89,3.96,3
7093,lighthouse,6.24,3.67,6.24
7094,lighting,6.52,4.92,6.18
7095,lightness,6.37,4.5,5.88
7096,lightning,5.34,6.75,4
7097,lightweight,5.9,3.05,5.36
7098,likable,6.83,4.23,7.35
7099,like,7.44,4.4,6.28
7100,likelihood,5.74,2.9,5.59
7101,likely,6.9,4.42,6.14
7102,likeness,6.6,4.27,6.43
7103,lilac,6.95,3.64,6.24
7104,lily,7.05,2.64,5.39
7105,limb,4.42,2.7,6.37
7106,limber,6.45,3.41,6.07
7107,limbo,4.53,4.1,4.05
7108,lime,6.1,3.83,6.23
7109,limelight,6.05,5.47,5.86
7110,limestone,5.05,2.83,5.61
7111,limey,4.86,3.55,5.37
7112,limit,4.53,4.29,4.37
7113,limitless,7.11,5.83,6.05
7114,limo,6.14,4.15,5.88
7115,limousine,6.14,5.65,6.2
7116,limp,2.81,3,4.45
7117,line,4.82,3.24,4.89
7118,lineage,5.32,3.37,5.45
7119,linear,5.05,3.2,6
7120,linebacker,5.42,4.41,4.5
7121,linen,6,2.95,5.73
7122,liner,4.79,3.71,5.57
7123,lineup,4.45,4.47,5.15
7124,linger,4.42,4.05,5.39
7125,lingerie,6.89,5.18,5.87
7126,lingering,4.95,4.48,4.41
7127,lingo,5.33,3.3,5.28
7128,linguini,5.45,4.09,5.53
7129,linguist,5,3.71,5.59
7130,linguistics,6.37,2.76,5.87
7131,link,5.9,3.15,5.91
7132,linoleum,4.47,2.77,5.54
7133,lint,4.3,2.44,4.75
7134,lion,5.84,5.29,4.86
7135,lip,6.38,4.6,5.95
7136,liposuction,4.68,4.05,4.21
7137,lipstick,6.35,4,5.58
7138,liqueur,4.74,5.05,5.73
7139,liquid,5.35,3.67,6.16
7140,liquidate,3.95,4.36,4.36
